"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048812","neuron projection morphogenesis","50/812","86/2031",0.000388471625680787,0.0158718407063864,0.0136111110952817,"NTRK2/BSG/NGF/MOV10/NFASC/NTRK1/THY1/STMN1/NTN1/LHX3/OLFM1/ACTB/DBN1/TENM2/TUBB3/EPHB3/EPHA4/EPHB1/LHX9/GBX2/ZFYVE27/VCL/ATOH7/FOXG1/BDNF/UNC5C/EPHA5/EFNB1/EPHA7/SGK1/FLRT3/CDH2/BCL2/DTNBP1/CCK/DLX5/NRP1/SHH/FZD4/ALCAM/GAP43/NTF3/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",50
"GO:0098609","cell-cell adhesion","43/812","72/2031",0.000450707897345869,0.0174861262067047,0.0149954634014067,"SYK/ANXA1/NFASC/MPZ/THY1/AGRN/CEBPB/CDH4/SDK2/SOX9/NTN1/SDK1/TENM2/CDH3/CDH13/PRTG/B2M/EPHB3/TFRC/CYR61/ITGA6/VCL/PCDH15/CDHR1/IGF2/TENM1/EPHA7/BVES/EPCAM/FLRT3/CDH2/CDH7/FAM65B/CDH10/CDH6/CDH20/BCL2/ITGA8/ALCAM/CNTN1/CAV1/GATA3/PODXL",43
"GO:0007600","sensory perception","33/812","52/2031",0.000452438230523129,0.0174861262067047,0.0149954634014067,"OPN2SW/OPN1LW/MIP/OPN1MSW/GUCA1A/GUCA1B/LHFPL5/CRYBA4/CRYBB2/CRYBB3/RHO/RGS9BP/SLC24A1/RLBP1/SOX14/RPE65/CRYBA2/PDE6C/PCDH15/COR8/CNGA1/MYO6/IMPG1/SOBP/PRPH2/CALB1/CHD7/FAM65B/FZD4/GJB6/CNGA3/IMPG2/OPN1SW",33
"GO:0008283","cell population proliferation","142/812","290/2031",0.000508422249200434,0.0191327320093847,0.0164075324187952,"VCAN/HAPLN1/SYK/NAA35/NTRK2/ANXA1/ABHD17B/RPS6/FST/PRLR/JUND/BSG/IGF2BP1/ACE/NGF/MOV10/NFASC/NTRK1/S100A11/IL18/THY1/BGLAP/STMN1/WNT4/AGRN/CEBPB/MAPRE1/SDC4/SOX9/NME2/NTN1/LHX3/OLFM1/ODF2/EXFABP/TBX5/SMARCB1/ACTB/PMS2/FGF1/DBN1/TENM2/NPM1/HBEGF/TUBB3/TLDC1/NTRK3/ACAN/CHRNA7/B2M/RBPMS2/EPHB3/TFRC/BCL6/P3H2/EPHA4/EPHB1/CYR61/PLA2G4A/LHX9/VIL1/NEUROD1/GBX2/MSTN/FGFR2/FGF8/ZFYVE27/ANKRD1/VCL/ATOH7/GPRIN2/ARF6/TGFB3/FOXG1/GREM1/FGF3/CNTF/HRAS/IGF2/BDNF/FGFR3/CNOT7/UNC5C/BMPR1B/EPHA5/PDGFC/TENM1/ARHGEF6/PLP1/EFNB1/EPHA7/SGK1/VIP/ACTN2/VEGFA/FOSL2/SNAP25/MSH6/FLRT3/PTK2/MYC/HSF1/PLAG1/CDH2/NDC80/FAM65B/BCL2/DTNBP1/INHBA/CCK/TRIM71/SCIN/DLX5/NRP1/SHH/ACVR2B/CSPG5/P2RY6/WNT11/FZD4/PGR/RB1/DCT/EFHC2/ALCAM/GAP43/NTF3/PTHLH/PTN/IGF1/KITLG/NELL2/CNTN1/TES/CAV1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/PODXL/SMO",142
"GO:0007611","learning or memory","12/812","14/2031",0.000582275709540287,0.0212120791645386,0.0181907046203073,"NTRK2/THRA/NGF/ARL6IP5/B2M/BDNF/VIP/SNAP25/ARC/EGFR/NTF3/PTN",12
"GO:0061564","axon development","48/812","83/2031",0.000602307721890974,0.0212120791645386,0.0181907046203073,"NTRK2/BSG/NGF/NFASC/NTRK1/THY1/STMN1/NTN1/LHX3/OLFM1/ACTB/DBN1/TENM2/TUBB3/EPHB3/EPHA4/EPHB1/LHX9/NEUROD1/GBX2/ZFYVE27/VCL/ATOH7/FOXG1/CNTF/BDNF/UNC5C/EPHA5/PLP1/EFNB1/EPHA7/FLRT3/CDH2/BCL2/CCK/DLX5/NRP1/SHH/ALCAM/GAP43/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",48
"GO:0051240","positive regulation of multicellular organismal process","65/812","119/2031",0.000619662804695771,0.0212120791645386,0.0181907046203073,"VCAN/HAPLN1/SYK/NTRK2/ANXA1/FST/THRA/NGF/IL18/THY1/FGR/GNRH1/ALPL/WNT4/AGRN/CEBPB/ADORA2B/SOX9/NME2/NTN1/OLFM1/EXFABP/RACK1/TBX5/TESC/PMS2/FGF1/DBN1/GATA2/ACAN/CHRNA7/B2M/EPHB3/TFRC/BCL6/EPHB1/CYR61/PLA2G4A/RIF1/INHBB/NEUROD1/ZFYVE27/BMP4/TGFB3/FOS/FOXG1/GREM1/HRAS/IRF7/IGF2/BDNF/BMPR1B/SPP1/VIP/VEGFA/MSH6/FLRT3/CHD7/PLAG1/BCL2/SHH/WNT11/DCT/CAV1/GATA3",65
"GO:0030182","neuron differentiation","87/812","167/2031",0.00063285435644257,0.0212120791645386,0.0181907046203073,"AGTPBP1/NTRK2/FST/BSG/IGF2BP1/NGF/MOV10/NFASC/NTRK1/THY1/STMN1/WNT4/AGRN/CEBPB/SDK2/SOX9/NTN1/LHX3/OLFM1/BRINP1/ACTB/DBN1/TENM2/TUBB3/NTRK3/TCF12/ALDH1A2/B2M/SOX2/EPHB3/EPHA4/EPHB1/LHX9/NEUROD1/GBX2/FGF8/LDB1/ZFYVE27/VCL/ATOH7/GPRIN2/ARF6/FOXG1/CNTF/BDNF/UNC5C/EPHA5/TENM1/SOX3/PLP1/EFNB1/SOX11/MYO6/EPHA7/SGK1/PRPH2/SNAP25/FLRT3/CDH2/IRX4/BCL2/DTNBP1/CCK/RARB/DLX5/NRP1/SHH/WNT11/FZD4/RB1/ANOS1/DMD/EFHC2/ALCAM/GAP43/NTF3/WNT7B/STRAP/SOX10/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",87
"GO:0007423","sensory organ development","45/812","77/2031",0.000651976163437669,0.0212120791645386,0.0181907046203073,"AGTPBP1/FST/MIP/ACHE/CRYAB/THY1/NBL1/SDK2/SOX9/NOG/NTN1/LHX3/CRYBA4/CRYBB2/CRYBB3/SDK1/SOX2/ZIC1/CRYBA2/SP3/NEUROD1/GBX2/ATOH7/PCDH15/SIX6/FOXG1/CNTF/SOX3/MYO6/SOBP/FABP7/PRPH2/BFSP1/CHD7/BCL2/BLOC1S5/RARB/DLX5/SHH/FZD4/SOX21/WNT7B/IGF1/MDM1/GATA3",45
"GO:0051239","regulation of multicellular organismal process","104/812","205/2031",0.000659584660062859,0.0212120791645386,0.0181907046203073,"VCAN/HAPLN1/SYK/NTRK2/ANXA1/FST/THRA/PHOSPHO1/KCNH6/CRHR1/NGF/IL18/THY1/ETS1/BGLAP/FGR/GNRH1/ALPL/WNT4/AGRN/CEBPB/ADORA2B/SOX9/NOG/NME2/NTN1/OLFM1/EXFABP/RACK1/TBX5/TESC/LFNG/PMS2/FGF1/ANXA6/DBN1/HBEGF/GATA2/ACAN/CHRNA7/WDR61/B2M/EPHB3/TFRC/BCL6/EPHB1/CYR61/PLA2G4A/RIF1/INHBB/VIL1/NEUROD1/GBX2/LDB1/ZFYVE27/VCL/BMP4/ARF6/TGFB3/FOS/FOXG1/GREM1/MYBPC3/FGF3/CNTF/HRAS/IRF7/IGF2/BDNF/NMU/BMPR1B/HOPX/SPP1/VIP/THBS2/VEGFA/HSP90AB1/DAAM2/FOSL2/MSH6/FLRT3/MYC/CHD7/PLAG1/FAM65B/BCL2/INHBA/SCIN/NRP1/SHH/ACVR2B/WNT11/DCT/DMD/CASQ2/PTHLH/CACNA1C/CHRM2/PTN/CAV1/SEMA3C/SEMA3E/SEMA3A/GATA3",104
"GO:0051276","chromosome organization","44/812","75/2031",0.000667512980702262,0.0212120791645386,0.0181907046203073,"XPA/SMC2/SMC5/CENPH/CENPK/TOP2A/KIF18B/DCLRE1B/MAPRE1/RPA1/MIS12/CENPA/RAN/CENPP/CENPN/CDCA9/CENPT/BLM/ITGB3BP/NUF2/RIF1/MCMBP/TWNK/SUPV3L1/DNA2/NUSAP1/RAD51/FEN1/HMGB2/HMGB3/DKC1/CENPI/MCM3/CENPO/MCM9/CENPW/MCM8/MYC/NDC80/TRIP13/TOP2B/MRE11/HMGB1/XRCC6",44
"GO:0009314","response to radiation","29/812","45/2031",0.000696008354555745,0.0216367814568416,0.0185549137999415,"OPN2SW/OPN1LW/XPA/TXN/INIP/OPN1MSW/GUCA1A/CRYAB/EYA3/MAD2L2/AANAT/RHO/RGS9BP/ATOH7/CCND1/HRAS/RAD51/BRE/PRPH2/DTL/MYC/HSF1/EYA1/BCL2/POLD3/YAP1/XRCC6/GATA3/OPN1SW",29
"GO:0010817","regulation of hormone levels","31/812","49/2031",0.000729709159278575,0.0222017893142205,0.0190394439095082,"ANXA1/ALDH1A1/GRP/ACE/CRHR1/GNRH1/WNT4/DHRS11/AANAT/TBX3/AACS/BCO1/ALDH1A2/SELENOT/RPE65/INHBB/GCG/CYP26A1/BMP4/DIO3/DIO2/SULT1B1/VIP/MAFA/CHD7/TTR/INHBA/FZD4/ASMT/IGF1/GATA3",31
"GO:0042445","hormone metabolic process","16/812","21/2031",0.000783686614685256,0.0233473303958316,0.0200218181164106,"ALDH1A1/ACE/GNRH1/WNT4/DHRS11/AANAT/BCO1/ALDH1A2/RPE65/CYP26A1/DIO3/DIO2/SULT1B1/TTR/ASMT/GATA3",16
"GO:0048667","cell morphogenesis involved in neuron differentiation","46/812","80/2031",0.000930523792387177,0.0271561025125237,0.0232880820221495,"NTRK2/BSG/NGF/NFASC/NTRK1/THY1/STMN1/NTN1/LHX3/OLFM1/ACTB/DBN1/TENM2/TUBB3/EPHB3/EPHA4/EPHB1/LHX9/GBX2/ZFYVE27/VCL/ATOH7/FOXG1/BDNF/UNC5C/EPHA5/EFNB1/EPHA7/FLRT3/CDH2/BCL2/CCK/DLX5/NRP1/SHH/RB1/ALCAM/GAP43/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",46
"GO:0060560","developmental growth involved in morphogenesis","17/812","23/2031",0.000958820637118348,0.0274222702215848,0.023516337731429,"NTRK2/NGF/SOX9/NTN1/OLFM1/FGF1/DBN1/ZFYVE27/VCL/BDNF/FLRT3/SHH/WNT11/ALCAM/SEMA3C/SEMA3E/SEMA3A",17
"GO:0007411","axon guidance","31/812","50/2031",0.00119868575534418,0.0328140568895838,0.0281401371191499,"BSG/NFASC/NTN1/LHX3/TENM2/TUBB3/EPHB3/EPHA4/EPHB1/LHX9/GBX2/ATOH7/FOXG1/UNC5C/EPHA5/EFNB1/EPHA7/FLRT3/DLX5/NRP1/SHH/ALCAM/GAP43/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",31
"GO:0097485","neuron projection guidance","31/812","50/2031",0.00119868575534418,0.0328140568895838,0.0281401371191499,"BSG/NFASC/NTN1/LHX3/TENM2/TUBB3/EPHB3/EPHA4/EPHB1/LHX9/GBX2/ATOH7/FOXG1/UNC5C/EPHA5/EFNB1/EPHA7/FLRT3/DLX5/NRP1/SHH/ALCAM/GAP43/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/SMO",31
"GO:0042472","inner ear morphogenesis","14/812","18/2031",0.00121618532527828,0.0328140568895838,0.0281401371191499,"NBL1/SOX9/NTN1/ZIC1/GBX2/FOXG1/MYO6/SOBP/CHD7/BLOC1S5/DLX5/SOX21/IGF1/GATA3",14
"GO:0048513","animal organ development","145/812","302/2031",0.00132348676540067,0.0350478902689436,0.0300557910661165,"ALDOB/FAM172A/NRG1/CFC1/AGTPBP1/VLDLR/FST/COL2A1/MIP/ACHE/RARA/THRA/PHOSPHO1/COL1A1/ACE/CRYAB/IL18/THY1/HSPA8/BGLAP/STMN1/FGR/ALPL/WNT4/NBL1/AGRN/CEBPB/SDC4/SDK2/SOX9/NOG/NME2/NTN1/LHX3/OLFM1/EXFABP/TBX5/TBX3/SMARCB1/CRYBA4/CRYBB2/CRYBB3/MYL2/MYH11/SDK1/LFNG/FGF1/ANXA6/HESX1/OGN/RPL13/WWOX/NTRK3/ALDH1A2/B2M/RBPMS2/SELENOT/SOX2/ZIC1/LRP8/CYR61/LHX9/INHBB/CRYBA2/SP3/NEUROD1/GBX2/MSTN/FGF8/ANKRD1/ACTA2/ATOH7/PCDH15/BMP4/ARF6/SIX6/TGFB3/FOS/FOXG1/GREM1/FGF3/CLP1/CNTF/HRAS/PDLIM3/BMPR1B/HOPX/SPP1/RAB33B/NPY2R/SOX3/MYO6/EPHA7/BVES/SOBP/GJA1/FABP7/ACTA1/VEGFA/DAAM2/FOSL2/PRPH2/BFSP1/FLRT3/SCX/CHD7/PLAG1/CDH2/CDH7/FAM65B/IRX4/BCL2/BLOC1S5/RBM24/INHBA/RARB/SCIN/DLX5/ITGB1/NRP1/SHH/WNT11/TSKU/FZD4/PGR/DCT/SOX21/DMD/MYH15/TEAD4/PTHLH/WNT7B/PTN/IGF1/LARGE1/MB/SOX10/MDM1/NELL2/CNTN1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3",145
"GO:0034762","regulation of transmembrane transport","21/812","31/2031",0.00152455661590303,0.0396384720134789,0.0339925063641537,"KCNH6/KCNA10/THY1/KCNJ2/CACNA1B/TESC/HVCN1/KCNJ12/ARL6IP5/CACNA1D/KCNAB1/KCNJ3/KCNMA1/MTNR1A/GPR50/ARC/CHD7/BCL2/KCNG2/CASQ2/CACNA1C",21
"GO:0016477","cell migration","63/812","118/2031",0.00165245880129465,0.0421967158187742,0.0361863628478999,"SYK/NTRK2/ANXA1/BSG/RHOC/THY1/ETS1/STMN1/FGR/MAPRE1/SDC4/TNFAIP1/SOX9/NTN1/SLC8B1/TBX5/NDE1/FGF1/ANXA6/HBEGF/TLDC1/EPHB3/SOX14/EPHB1/CYR61/TNS1/VIL1/ITGA6/GBX2/MSTN/FGF8/VCL/ARF6/TGFB3/GREM1/FGF3/HRAS/PDGFC/MPP1/VEGFA/FLRT3/ARC/PTK2/CDH2/CDH7/FAM65B/BCL2/CCK/POMGNT2/ITGB1/NRP1/WNT11/FZD4/PTN/SOX10/NELL2/CBLL1/RELN/SEMA3C/SEMA3E/SEMA3A/GATA3/PODXL",63
"GO:0043269","regulation of monoatomic ion transport","23/812","35/2031",0.0017080087608774,0.042323905660419,0.0362954362122843,"KCNH6/KCNA10/THY1/KCNJ2/CACNA1B/SLC8B1/TESC/HVCN1/KCNJ12/CACNA1D/B2M/KCNAB1/KCNJ3/GCG/KCNMA1/GABRE/VIP/ARC/CHD7/BCL2/KCNG2/CASQ2/CACNA1C",23
"GO:0006974","DNA damage response","62/812","116/2031",0.00173483467629658,0.042323905660419,0.0362954362122843,"XPA/APTX/INIP/RMI1/SMC5/CHAF1A/TOP2A/DCLRE1B/CHEK1/EYA3/PCNA/MAD2L2/CENPS/RPA1/RFC2/THOC5/NUDT16L1/PMS2/NPM1/BLM/FEM1B/BCL6/BOK/RAD54L/RIF1/DCLRE1A/DNTT/DNA2/CDK1/POLE2/CCND1/SSRP1/RAD51/FEN1/PRPF19/CLOCK/MCM3/MYO6/MMS22L/MCM9/EYA4/BRE/INTS7/DTL/MCM8/MSH6/MYC/HSF1/RAD54B/EYA1/BCL2/RBM24/TRIP13/MASTL/POLD3/MRE11/YAP1/NPAS2/CHAF1B/RAD52/PARPBP/XRCC6",62
"GO:0040011","locomotion","48/812","86/2031",0.00175738091314913,0.042323905660419,0.0362954362122843,"NRG1/SYK/ANXA1/BSG/THY1/ETS1/STMN1/FGR/SOX9/NTN1/SLC8B1/TBX5/FGF1/HBEGF/TLDC1/SOX14/EPHB1/CYR61/VIL1/MSTN/FGF8/VCL/ATOH7/ARF6/TGFB3/FGF3/HRAS/PDGFC/MPP1/BVES/VEGFA/FLRT3/PTK2/CDH2/FAM65B/BCL2/NRP1/WNT11/FZD4/FLT1/PTN/NELL2/CBLL1/SEMA3C/SEMA3E/SEMA3A/GATA3/PODXL",48
"GO:0010975","regulation of neuron projection development","24/812","37/2031",0.00177582820952807,0.042323905660419,0.0362954362122843,"NTRK2/FST/IGF2BP1/NGF/NTRK1/THY1/AGRN/NTN1/DBN1/NTRK3/EPHB3/ZFYVE27/ATOH7/ARF6/CNTF/BDNF/SNAP25/CDH2/EFHC2/NELL2/SEMA3C/SEMA3E/SEMA3A/GATA3",24
"GO:0032879","regulation of localization","71/812","136/2031",0.00189281926229327,0.0443726482799898,0.0380523630814782,"SYK/ANXA1/ABHD17B/FST/GRP/KCNH6/CRHR1/KCNA10/CRYAB/THY1/FGR/GNRH1/CEBPB/SDC4/ADORA2B/KCNJ2/CACNA1B/RACK1/SLC8B1/TESC/HVCN1/AACS/RAN/KCNJ12/ANXA6/ARL6IP5/CACNA1D/TLDC1/B2M/SELENOT/KCNAB1/SUMO3/WLS/PLA2G4A/KCNJ3/INHBB/GCG/VCL/KCNMA1/BMP4/ARF6/GREM1/MYBPC3/HRAS/CTSD/MTNR1A/RAB33B/GPR50/PGRMC1/TENM1/GABRE/CENPQ/MYO6/VIP/SNAP25/ARC/CHD7/CDH2/FAM65B/NSUN2/BCL2/DTNBP1/KCNG2/INHBA/CASQ2/CACNA1C/IGF1/SYT1/CPSF6/CBLL1/SEMA3A",71
"GO:0048839","inner ear development","17/812","24/2031",0.0020741409917865,0.0478390583589468,0.041025029803587,"NBL1/SOX9/NTN1/LHX3/ZIC1/GBX2/PCDH15/FOXG1/MYO6/SOBP/CHD7/BLOC1S5/RARB/DLX5/SOX21/IGF1/GATA3",17
